Faraday efficiency,Applied Potential (Faraday Efficiency),Applied Potential (NH3 Yield),Electrocatalyst,Elements of electrocatalyst_0,Elements of electrocatalyst_1,Elements of electrocatalyst_2,Elements of electrocatalyst_3,Elements of electrocatalyst_4,Elements of electrocatalyst_5,Elements of electrocatalyst_6,Morphology of electrocatalyst,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_Hollow,Judge_Core_Shell,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_COF,Judge_MOF,Judge_Hydroxide_Oxyhydroxide,Judge_Spinel,Judge_Perovskite,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_c3n4,Judge_MXene,Judge_Steel,Judge_Carbon_Cloth,Judge_Hydrothermal,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Electrochemical_Deposition,pH_acidic,pH_alkaline,pH_ionic liquid,pH_khco3,pH_li tfsi,pH_nabf4,pH_neutral,pH_weak acid,pH_nan,Electrolyte without concentration_h2so4,Electrolyte without concentration_hcl,Electrolyte without concentration_k2so4,Electrolyte without concentration_kclo4,Electrolyte without concentration_koh,Electrolyte without concentration_li2so4,Electrolyte without concentration_licl,Electrolyte without concentration_liclo4,Electrolyte without concentration_lioh,Electrolyte without concentration_na2so4,Electrolyte without concentration_naoh,Electrolyte without concentration_pbs,Electrolyte without concentration_nan,Yield_mg_edited,N-15 labeling_mentioned,Yield_cm_edited,N-15 labeling_nan,Yield_mg,Yield_cm,Element_0_atomic_number,Element_0_period,Element_0_group_number,Element_0_atomic_mass,Element_0_ionization_potential,Element_0_electronegativity,Element_0_ionization_energies,Element_0_electron_configuration,Element_0_atomic_radius,Element_1_atomic_number,Element_1_period,Element_1_group_number,Element_1_atomic_mass,Element_1_ionization_potential,Element_1_electronegativity,Element_1_ionization_energies,Element_1_electron_configuration,Element_1_atomic_radius,Element_2_atomic_number,Element_2_period,Element_2_group_number,Element_2_atomic_mass,Element_2_ionization_potential,Element_2_electronegativity,Element_2_ionization_energies,Element_2_electron_configuration,Element_2_atomic_radius,Element_3_atomic_number,Element_3_period,Element_3_group_number,Element_3_atomic_mass,Element_3_ionization_potential,Element_3_electronegativity,Element_3_ionization_energies,Element_3_electron_configuration,Element_3_atomic_radius,Element_4_atomic_number,Element_4_period,Element_4_group_number,Element_4_atomic_mass,Element_4_ionization_potential,Element_4_electronegativity,Element_4_ionization_energies,Element_4_electron_configuration,Element_4_atomic_radius,Element_5_atomic_number,Element_5_period,Element_5_group_number,Element_5_atomic_mass,Element_5_ionization_potential,Element_5_electronegativity,Element_5_ionization_energies,Element_5_electron_configuration,Element_5_atomic_radius,Element_6_atomic_number,Element_6_period,Element_6_group_number,Element_6_atomic_mass,Element_6_ionization_potential,Element_6_electronegativity,Element_6_ionization_energies,Element_6_electron_configuration,Element_6_atomic_radius
4.4,-0.6,-0.6,RGO/WOCu (reduced graphene oxide and Cu-doping W18O49),Cu, W, O,,,,,nanorods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.4,0.0,,1.0,11.4 mu g h-1 mgcat -1,,29,4,11,63.546,7.72638,1.9,"[7.72638, 20.29239, 36.841, 57.38, 79.8, 103.0, 139.0, 166.0, 198.0, 232.2, 265.33, 367.0, 401.0, 436.0, 483.1, 518.7, 552.8, 632.5, 670.608, 1690.5, 1800.0, 1918.0, 2044.0, 2179.4, 2307.3, 2479.1, 2586.954, 11062.4313, 11567.613]",[Ar].3d10.4s1,1.35,74.0,6.0,6.0,183.84,7.86403,2.36,"[7.86403, 16.37, 26.0, 38.2, 51.6, 64.77, 122.01, 141.2, 160.2, 179.0, 208.9, 231.6, 258.3, 290.7, 325.3, 361.9, 387.9, 420.7, 462.1, 502.6, 543.4, 594.5, 640.6, 685.6, 734.1, 784.4, 833.4, 881.4, 1132.2, 1180.0, 1230.4, 1283.4, 1335.1, 1386.8, 1459.9, 1512.4, 1569.1, 1621.7, 1829.8, 1882.9, 1940.6, 1994.8, 2149.1, 2210.0, 2354.5, 2414.1, 4057.0, 4180.0, 4309.0, 4446.0, 4578.0, 4709.0, 4927.0, 5063.0, 5209.0, 5348.0, 5719.0, 5840.0, 5970.0, 6093.0, 6596.0, 6735.0, 7000.0, 7130.0, 15566.0, 15896.0, 16252.0, 16588.0, 18476.0, 18872.0, 19362.0, 19686.74, 79181.94, 80755.6]",[Xe].4f14.5d4.6s2,1.35,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.32,-0.3,-0.3,High-index faceted Au nanoparticles,Au,,,,,,,multiple high-index facets,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.22,1.0,,9.22 mu g h(-1) cm(-2),79,6,11,196.966569,9.225554,2.54,"[9.225554, 20.203, 30.0, 45.0, 60.0, 74.0, 94.0, 112.0, 130.1, 149.0, 168.2, 248.0, 275.0, 299.0, 324.0, 365.0, 392.0, 433.0, 487.0, 520.0, 550.0, 600.0, 650.0, 710.0, 760.0, 820.0, 870.0, 930.0, 990.0, 1040.0, 1100.0, 1150.0, 1210.0, 1475.0, 1527.0, 1584.0, 1644.0, 1702.0, 1758.0, 1845.0, 1904.0, 1967.0, 2026.0, 2261.0, 2320.0, 2383.0, 2443.0, 2640.0, 2708.0, 2870.0, 2941.0, 4888.0, 5013.0, 5156.0, 5307.0, 5452.0, 5594.0, 5846.0, 5994.0, 6156.0, 6305.0, 6724.0, 6854.0, 6997.0, 7130.0, 7760.0, 7910.0, 8210.0, 8360.0, 18040.0, 18400.0, 18790.0, 19150.0, 21470.0, 21920.0, 22500.0, 22868.1, 91515.82, 93254.3]",[Xe].4f14.5d10.6s1,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.87,-0.3,-0.35,cu2sns3,Cu, Sn, S,,,,,nanocrystals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.22,0.0,,1.0,8.22 mu g h-1 mg cat-1,,29,4,11,63.546,7.72638,1.9,"[7.72638, 20.29239, 36.841, 57.38, 79.8, 103.0, 139.0, 166.0, 198.0, 232.2, 265.33, 367.0, 401.0, 436.0, 483.1, 518.7, 552.8, 632.5, 670.608, 1690.5, 1800.0, 1918.0, 2044.0, 2179.4, 2307.3, 2479.1, 2586.954, 11062.4313, 11567.613]",[Ar].3d10.4s1,1.35,50.0,5.0,14.0,118.71,7.343918,1.96,"[7.343918, 14.63307, 30.506, 40.74, 77.03, 94.0, 112.9, 135.0, 156.0, 184.0, 208.0, 232.0, 258.0, 282.0, 379.0, 407.0, 437.0, 466.0, 506.0, 537.0, 608.0, 642.35, 1127.0, 1195.0, 1269.0, 1347.0, 1421.0, 1508.0, 1596.0, 1676.0, 1763.0, 1844.0, 2074.0, 2142.1, 2227.0, 2326.0, 2443.0, 2499.0, 2687.0, 2762.49, 6421.0, 6631.0, 6859.0, 7080.0, 7531.0, 7790.0, 8103.0, 8306.95, 34257.143, 35192.39]",[Kr].4d10.5s2.5p2,1.45,16.0,3.0,16.0,32.065,10.36001,2.58,"[10.36001, 23.33788, 34.86, 47.222, 72.5945, 88.0529, 280.954, 328.794, 379.84, 447.7, 504.55, 564.41, 651.96, 706.994, 3223.7807, 3494.1879]",[Ne].3s2.3p4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.34,-0.19,-0.35,ni3mo,Ni, Mo,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,17.35,1.0,,17.35 +/- 0.3 mu g h-1 cm -2,28,4,10,58.6934,7.639878,1.91,"[7.639878, 18.168838, 35.187, 54.92, 76.06, 108.0, 132.0, 162.0, 193.2, 224.7, 319.5, 351.6, 384.5, 429.3, 462.8, 495.4, 571.07, 607.02, 1541.0, 1646.0, 1758.0, 1880.0, 2008.1, 2130.5, 2295.6, 2399.259, 10288.8862, 10775.386]",[Ar].3d8.4s2,1.35,42.0,5.0,6.0,95.94,7.09243,2.16,"[7.09243, 16.16, 27.13, 40.33, 54.417, 68.82704, 125.638, 143.6, 164.12, 186.3, 209.3, 230.28, 279.1, 302.6, 544.0, 591.0, 646.0, 702.0, 758.0, 829.0, 890.0, 953.0, 1019.0, 1082.0, 1263.0, 1319.6, 1385.1, 1462.0, 1537.0, 1587.0, 1730.1, 1790.93, 4259.0, 4430.0, 4618.0, 4800.0, 5084.0, 5287.0, 5548.0, 5713.194, 23810.654, 24572.156]",[Kr].4d5.5s1,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,-0.55,-0.55,co-doped fe3s4 nanoflowers,Fe, Co, S,,,,,nanoflowers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,,1.0,37.5 mu g.h(-1).mg(cat.)(-1),,26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,27.0,4.0,9.0,58.933195,7.88101,1.88,"[7.88101, 17.0844, 33.5, 51.27, 79.5, 102.0, 128.9, 157.8, 186.14, 275.4, 305.32, 336.1, 378.5, 410.0, 441.1, 511.96, 546.588, 1397.2, 1504.5, 1606.0, 1724.0, 1844.0, 1960.8, 2119.4, 2218.876, 9544.1833, 10012.122]",[Ar].3d7.4s2,1.35,16.0,3.0,16.0,32.065,10.36001,2.58,"[10.36001, 23.33788, 34.86, 47.222, 72.5945, 88.0529, 280.954, 328.794, 379.84, 447.7, 504.55, 564.41, 651.96, 706.994, 3223.7807, 3494.1879]",[Ne].3s2.3p4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.77,-0.3,-0.35,mil-101(fe)@nb2c mxene,Fe, Nb, C,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,8.92,1.0,,8.92 & mu;g h(-1) cm(-2),26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,41.0,5.0,5.0,92.90638,6.75885,1.6,"[6.75885, 14.32, 25.04, 37.611, 50.5728, 102.069, 119.1, 136.0, 159.2, 180.0, 200.28, 246.1, 268.59, 482.5, 530.0, 581.0, 636.0, 688.0, 758.0, 816.0, 877.0, 940.0, 1000.0, 1176.0, 1230.6, 1293.7, 1368.0, 1439.0, 1488.0, 1625.9, 1684.97, 4020.1, 4187.0, 4369.0, 4540.0, 4815.0, 5011.0, 5265.0, 5426.066, 22648.046, 23388.801]",[Kr].4d4.5s1,1.45,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.9,-0.3,-0.35,mil-101(fe)@nb2c mxene,Fe, Nb, C,,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,199.68,1.0,,199.68 & mu;g h(-1) cm(-2),26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,41.0,5.0,5.0,92.90638,6.75885,1.6,"[6.75885, 14.32, 25.04, 37.611, 50.5728, 102.069, 119.1, 136.0, 159.2, 180.0, 200.28, 246.1, 268.59, 482.5, 530.0, 581.0, 636.0, 688.0, 758.0, 816.0, 877.0, 940.0, 1000.0, 1176.0, 1230.6, 1293.7, 1368.0, 1439.0, 1488.0, 1625.9, 1684.97, 4020.1, 4187.0, 4369.0, 4540.0, 4815.0, 5011.0, 5265.0, 5426.066, 22648.046, 23388.801]",[Kr].4d4.5s1,1.45,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.67,-0.6,-0.6,sn dendrites on sn foil,Sn,,,,,,,dendrites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,3.47,0.0,,3.47mug h(-1)cm(-2),50,5,14,118.71,7.343918,1.96,"[7.343918, 14.63307, 30.506, 40.74, 77.03, 94.0, 112.9, 135.0, 156.0, 184.0, 208.0, 232.0, 258.0, 282.0, 379.0, 407.0, 437.0, 466.0, 506.0, 537.0, 608.0, 642.35, 1127.0, 1195.0, 1269.0, 1347.0, 1421.0, 1508.0, 1596.0, 1676.0, 1763.0, 1844.0, 2074.0, 2142.1, 2227.0, 2326.0, 2443.0, 2499.0, 2687.0, 2762.49, 6421.0, 6631.0, 6859.0, 7080.0, 7531.0, 7790.0, 8103.0, 8306.95, 34257.143, 35192.39]",[Kr].4d10.5s2.5p2,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.2,-0.2,-0.35,bi,Bi,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,1.0,,,83,6,15,208.9804,7.285516,2.02,"[7.285516, 16.703, 25.57075, 45.37, 54.856, 88.4, 103.0, 122.0, 143.0, 161.1, 183.0, 208.0, 229.0, 252.0, 272.6, 370.2, 409.0, 436.0, 464.0, 520.0, 550.0, 620.0, 660.0, 690.0, 750.0, 810.0, 870.0, 930.0, 990.0, 1060.0, 1120.0, 1180.0, 1250.0, 1310.0, 1380.0, 1440.0, 1500.0, 1784.0, 1840.0, 1902.0, 1967.0, 2029.0, 2090.0, 2190.0, 2253.0, 2321.0, 2385.0, 2641.0, 2703.0, 2771.0, 2835.0, 3078.0, 3151.0, 3329.0, 3401.8, 5599.0, 5740.0, 5892.0, 6054.0, 6208.0, 6358.0, 6648.0, 6804.0, 6977.0, 7137.0, 7580.0, 7720.0, 7870.0, 8010.0, 8780.0, 8950.0, 9270.0, 9430.0, 20130.0, 20500.0, 20920.0, 21300.0, 24150.0, 24640.0, 25260.0, 25656.9, 102251.76, 104132.8]",[Xe].4f14.5d10.6s2.6p3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.34,-0.3,-0.35,co3/n-rgo,Co, Ti, N, O,,,,rods straddled with 2d sheets,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,16.8,1.0,,16.8 mu g cm(-2)h(-1),27,4,9,58.933195,7.88101,1.88,"[7.88101, 17.0844, 33.5, 51.27, 79.5, 102.0, 128.9, 157.8, 186.14, 275.4, 305.32, 336.1, 378.5, 410.0, 441.1, 511.96, 546.588, 1397.2, 1504.5, 1606.0, 1724.0, 1844.0, 1960.8, 2119.4, 2218.876, 9544.1833, 10012.122]",[Ar].3d7.4s2,1.35,22.0,4.0,4.0,47.867,6.82812,1.54,"[6.82812, 13.5755, 27.49171, 43.26717, 99.299, 119.533, 140.68, 170.5, 192.1, 215.92, 265.07, 291.5, 787.67, 864.0, 944.5, 1042.5, 1130.2, 1220.3, 1346.3, 1425.257, 6249.0226, 6625.8073]",[Ar].3d2.4s2,1.4,7.0,2.0,15.0,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.21,-0.4,-0.4,Hollow Co-MoS2/N@C nanostructures,Co, Mo, S, N, C,,,3D hollow nanostructures,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.93,0.0,,1.0,129.93 mu g h(-1) mg(cat)(-1),,27,4,9,58.933195,7.88101,1.88,"[7.88101, 17.0844, 33.5, 51.27, 79.5, 102.0, 128.9, 157.8, 186.14, 275.4, 305.32, 336.1, 378.5, 410.0, 441.1, 511.96, 546.588, 1397.2, 1504.5, 1606.0, 1724.0, 1844.0, 1960.8, 2119.4, 2218.876, 9544.1833, 10012.122]",[Ar].3d7.4s2,1.35,42.0,5.0,6.0,95.94,7.09243,2.16,"[7.09243, 16.16, 27.13, 40.33, 54.417, 68.82704, 125.638, 143.6, 164.12, 186.3, 209.3, 230.28, 279.1, 302.6, 544.0, 591.0, 646.0, 702.0, 758.0, 829.0, 890.0, 953.0, 1019.0, 1082.0, 1263.0, 1319.6, 1385.1, 1462.0, 1537.0, 1587.0, 1730.1, 1790.93, 4259.0, 4430.0, 4618.0, 4800.0, 5084.0, 5287.0, 5548.0, 5713.194, 23810.654, 24572.156]",[Kr].4d5.5s1,1.45,16.0,3.0,16.0,32.065,10.36001,2.58,"[10.36001, 23.33788, 34.86, 47.222, 72.5945, 88.0529, 280.954, 328.794, 379.84, 447.7, 504.55, 564.41, 651.96, 706.994, 3223.7807, 3494.1879]",[Ne].3s2.3p4,1.0,7.0,2.0,15.0,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,
19.2,-0.3,-0.3,FeMo3S4,Fe, Mo, S,,,,,nanorods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.3,0.0,,1.0,65.3 mu g h(-1) mg(-1),,26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,42.0,5.0,6.0,95.94,7.09243,2.16,"[7.09243, 16.16, 27.13, 40.33, 54.417, 68.82704, 125.638, 143.6, 164.12, 186.3, 209.3, 230.28, 279.1, 302.6, 544.0, 591.0, 646.0, 702.0, 758.0, 829.0, 890.0, 953.0, 1019.0, 1082.0, 1263.0, 1319.6, 1385.1, 1462.0, 1537.0, 1587.0, 1730.1, 1790.93, 4259.0, 4430.0, 4618.0, 4800.0, 5084.0, 5287.0, 5548.0, 5713.194, 23810.654, 24572.156]",[Kr].4d5.5s1,1.45,16.0,3.0,16.0,32.065,10.36001,2.58,"[10.36001, 23.33788, 34.86, 47.222, 72.5945, 88.0529, 280.954, 328.794, 379.84, 447.7, 504.55, 564.41, 651.96, 706.994, 3223.7807, 3494.1879]",[Ne].3s2.3p4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,-0.2,-0.6,rh-moox/c,Rh, Mo,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.2,0.0,,1.0,57.2 mu g h(-1) mg(cat)(-1),,45,5,9,102.9055,7.4589,2.28,"[7.4589, 18.08, 31.06, 42.0, 63.0, 80.0, 97.0, 115.1, 135.0, 207.51, 228.0, 252.1, 277.0, 306.0, 331.58, 389.3, 415.97, 739.0, 794.0, 857.0, 921.0, 984.0, 1061.0, 1131.0, 1202.0, 1274.0, 1344.0, 1544.0, 1604.9, 1677.6, 1763.0, 1851.0, 1903.0, 2063.0, 2129.22, 5018.0, 5203.0, 5406.0, 5600.0, 5940.0, 6161.0, 6444.0, 6623.262, 27486.983, 28311.965]",[Kr].4d8.5s1,1.35,42.0,5.0,6.0,95.94,7.09243,2.16,"[7.09243, 16.16, 27.13, 40.33, 54.417, 68.82704, 125.638, 143.6, 164.12, 186.3, 209.3, 230.28, 279.1, 302.6, 544.0, 591.0, 646.0, 702.0, 758.0, 829.0, 890.0, 953.0, 1019.0, 1082.0, 1263.0, 1319.6, 1385.1, 1462.0, 1537.0, 1587.0, 1730.1, 1790.93, 4259.0, 4430.0, 4618.0, 4800.0, 5084.0, 5287.0, 5548.0, 5713.194, 23810.654, 24572.156]",[Kr].4d5.5s1,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.7,-0.3,-0.35,Distorted spinel ferrite heterostructure,Sr, Co, Fe, O,,,,heterostructure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,0.0,,1.0,36.4 mu g h-1 mg-1,,38,5,2,87.62,5.69486745,0.95,"[5.69486745, 11.0302765, 42.88353, 56.28, 70.7, 88.0, 104.0, 121.21, 158.33, 177.3, 324.07, 362.0, 408.0, 454.0, 499.0, 562.0, 612.0, 665.0, 722.0, 774.0, 932.0, 982.1, 1038.0, 1105.0, 1165.0, 1211.0, 1333.4, 1387.19, 3344.7, 3497.0, 3664.0, 3830.0, 4053.0, 4232.0, 4465.0, 4612.397, 19345.588, 20025.233]",[Kr].5s2,2.0,27.0,4.0,9.0,58.933195,7.88101,1.88,"[7.88101, 17.0844, 33.5, 51.27, 79.5, 102.0, 128.9, 157.8, 186.14, 275.4, 305.32, 336.1, 378.5, 410.0, 441.1, 511.96, 546.588, 1397.2, 1504.5, 1606.0, 1724.0, 1844.0, 1960.8, 2119.4, 2218.876, 9544.1833, 10012.122]",[Ar].3d7.4s2,1.35,26.0,4.0,8.0,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2,-0.3,-0.35,FePc-Py-CNT,Fe, N, C,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.7,0.0,,1.0,21.7 mu g 1 h mg(cat)(-1),,26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,7.0,2.0,15.0,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
